year,month,day,hour,minute,WDIR,WSPD,GST,PRES,WTMP,WVHT
2021,10,31,14,40,141,2.1,3.2,1015.9,14.5,1.37
2021,10,31,17,40,160,4.0,5.4,1016.5,14.4,1.31
2021,10,31,20,40,181,3.8,5.6,1016.5,14.6,1.14
2021,10,31,23,40,177,4.7,5.8,1016.0,14.7,1.18
2021,11,01,02,40,155,4.8,5.8,1015.9,14.6,1.04
2021,11,01,05,40,153,6.1,7.5,1016.1,14.5,1.00
2021,11,01,08,40,148,8.5,10.2,1016.0,14.5,1.13
2021,11,01,11,40,154,7.9,9.7,1015.7,14.4,1.41
2021,11,01,14,40,149,9.7,12.1,1015.4,14.4,1.55
2021,11,01,17,40,154,9.6,12.6,1017.1,14.5,1.98
2021,11,01,20,40,161,11.2,14.1,1016.4,14.5,2.46
2021,11,01,23,40,213,4.5,6.2,1018.2,14.6,2.90
2021,11,02,02,40,130,0.8,2.0,1019.7,14.6,2.51
2021,11,02,05,40,43,2.2,3.5,1021.3,14.5,2.70
2021,11,02,08,40,13,0.4,1.6,1021.8,14.6,2.59
2021,11,02,11,40,85,1.7,3.7,1022.0,14.6,2.54
2021,11,02,14,40,131,1.4,2.8,1022.6,14.5,2.96
2021,11,02,17,40,255,0.2,1.2,1024.2,14.6,2.45
2021,11,02,20,40,140,0.4,1.9,1023.5,14.6,2.36
2021,11,02,23,40,333,1.4,2.3,1022.1,14.9,1.94
2021,11,03,02,40,295,3.3,4.6,1022.3,14.9,1.98
2021,11,03,05,40,310,3.0,3.9,1022.9,14.8,1.79
2021,11,03,08,40,165,0.9,1.6,1022.4,14.6,1.75
2021,11,03,11,40,342,2.0,2.9,1022.2,14.7,1.84
2021,11,03,14,40,120,1.9,3.0,1021.7,14.5,1.62
2021,11,03,17,40,88,3.9,5.3,1021.9,14.6,1.47
2021,11,03,20,40,155,1.6,2.5,1020.1,14.8,1.51
2021,11,03,23,40,143,2.6,3.7,1018.7,14.8,1.64
2021,11,04,02,40,132,1.3,2.4,1018.9,15.0,1.83
2021,11,04,05,40,166,4.4,5.6,1018.8,14.9,1.84
2021,11,04,08,40,179,5.6,7.4,1019.0,14.8,1.93
2021,11,04,11,40,237,4.0,5.2,1019.8,14.8,2.38
2021,11,04,14,40,257,4.6,6.3,1020.7,14.8,2.39
2021,11,04,17,40,293,3.8,5.1,1022.7,14.8,2.38
2021,11,04,20,40,324,5.9,7.6,1022.7,14.9,2.88
2021,11,04,23,40,327,6.9,9.0,1021.2,14.9,3.80
2021,11,05,02,40,323,5.2,6.6,1020.6,14.9,3.73
2021,11,05,05,40,321,6.7,8.6,1020.9,14.8,3.33
2021,11,05,08,40,325,7.5,9.6,1020.8,14.7,3.82
2021,11,05,11,40,328,9.6,11.8,1020.2,14.7,3.25
2021,11,05,14,40,340,6.4,8.5,1019.6,14.6,3.24
2021,11,05,17,40,36,0.8,1.8,1020.0,14.6,2.99
2021,11,05,20,40,302,7.1,9.3,1019.2,14.7,3.04
2021,11,05,23,40,333,3.6,5.0,1018.1,14.7,2.45
2021,11,06,02,40,313,4.6,6.2,1018.7,14.7,2.18
2021,11,06,05,40,339,2.3,3.7,1019.3,14.7,2.04
2021,11,06,08,40,282,2.8,4.4,1019.9,14.8,1.72
2021,11,06,11,40,355,3.0,3.8,1019.8,14.9,1.57
2021,11,06,14,40,336,5.1,6.1,1020.3,14.9,1.67
2021,11,06,17,40,339,4.2,5.6,1021.5,14.8,2.02
2021,11,06,20,40,330,5.7,7.2,1021.3,14.9,2.41
2021,11,06,23,40,332,7.3,8.7,1021.0,14.9,2.05
2021,11,07,02,40,321,8.7,10.7,1021.8,14.7,1.97
2021,11,07,05,40,328,9.0,11.2,1022.5,14.7,2.23
2021,11,07,08,40,331,9.4,12.2,1022.5,14.6,2.35
2021,11,07,11,40,336,9.7,12.1,1022.1,14.5,2.80
2021,11,07,14,40,332,8.4,10.3,1023.2,14.5,2.39
2021,11,07,17,40,342,7.6,8.9,1024.1,14.5,2.25
2021,11,07,20,40,326,8.9,11.1,1023.0,14.5,2.11
2021,11,07,23,40,318,7.9,10.2,1021.8,14.5,2.24
2021,11,08,02,40,329,9.1,11.2,1021.7,14.4,2.32
2021,11,08,05,40,326,7.5,9.4,1021.4,14.3,2.33
2021,11,08,08,40,339,6.6,8.1,1020.6,14.2,2.15
2021,11,08,11,40,46,2.6,4.2,1019.1,14.2,2.15
2021,11,08,14,40,93,4.4,5.9,1018.7,14.1,1.74
2021,11,08,17,40,89,6.3,8.1,1018.8,14.2,1.92
2021,11,08,21,40,148,3.5,5.1,1016.3,14.3,2.11
2021,11,09,00,40,170,8.3,10.2,1015.5,14.2,1.88
2021,11,09,03,40,158,10.9,13.7,1015.8,14.1,1.85
2021,11,09,06,40,161,14.2,19.1,1013.5,14.1,2.62
2021,11,09,09,40,172,12.3,15.8,1014.8,14.0,3.58
2021,11,09,12,40,173,8.2,11.1,1016.2,14.1,3.25
2021,11,09,15,40,176,5.5,7.5,1018.7,14.1,2.86
2021,11,09,18,40,176,7.0,8.7,1021.4,14.1,2.40
2021,11,09,21,40,179,4.7,6.1,1021.8,14.1,2.35
2021,11,10,00,40,178,2.4,3.6,1023.3,14.1,2.43
2021,11,10,03,40,259,1.5,3.2,1025.0,14.1,2.23
2021,11,10,06,40,307,3.8,5.1,1025.6,14.2,2.62
2021,11,10,09,40,268,1.5,3.1,1025.9,14.2,2.63
2021,11,10,12,40,343,2.8,4.6,1026.2,14.2,2.68
2021,11,10,15,40,348,2.6,3.8,1027.5,14.2,2.43
2021,11,10,18,40,335,3.1,4.2,1028.6,14.3,2.02
2021,11,10,21,40,313,2.5,3.9,1026.5,14.6,2.22
2021,11,11,00,40,318,5.4,7.1,1026.2,14.6,2.44
2021,11,11,03,40,339,6.1,7.9,1026.5,14.4,2.67
2021,11,11,06,40,341,6.4,8.4,1027.0,14.3,2.59
2021,11,11,09,40,340,4.5,5.7,1026.1,14.3,2.01
2021,11,11,12,40,358,4.8,5.9,1025.8,14.2,1.90
2021,11,11,15,40,311,2.2,3.2,1026.3,14.2,1.72
2021,11,11,18,40,338,3.1,4.0,1026.5,14.3,1.62
2021,11,11,21,40,321,3.6,4.8,1024.3,14.7,1.53
2021,11,12,00,40,330,4.7,6.0,1022.9,14.5,1.49
2021,11,12,03,40,331,5.2,6.3,1023.3,14.4,1.38
2021,11,12,06,40,337,5.5,6.5,1024.0,14.5,1.16
2021,11,12,09,40,326,3.9,5.2,1024.1,14.3,1.15
2021,11,12,12,40,342,2.9,3.9,1023.9,14.3,1.20
2021,11,12,15,40,322,4.6,5.5,1024.8,14.3,1.27
2021,11,12,18,40,324,4.4,5.7,1025.3,14.4,1.21
2021,11,12,21,40,325,5.3,6.6,1023.5,14.4,1.35
2021,11,13,00,40,335,6.3,7.4,1022.7,14.5,1.37
2021,11,13,03,40,328,6.4,8.1,1023.0,14.4,1.47
2021,11,13,06,40,358,2.6,3.5,1022.8,14.4,1.51
2021,11,13,09,40,324,2.7,3.9,1022.5,14.5,1.53
2021,11,13,12,40,333,4.7,5.8,1022.4,14.5,1.72
2021,11,13,15,40,323,5.0,6.4,1023.1,14.4,1.84
2021,11,13,18,40,318,3.3,4.9,1023.3,14.4,1.76
2021,11,13,21,40,314,4.4,6.0,1021.4,14.6,1.64
2021,11,14,00,40,319,5.7,7.2,1020.8,14.6,1.68
2021,11,14,03,40,328,6.3,7.8,1021.2,14.5,1.63
2021,11,14,06,40,331,2.7,3.5,1021.7,14.4,1.55
2021,11,14,09,40,347,1.6,2.4,1021.2,14.4,1.84
2021,11,14,12,40,39,0.4,1.1,1020.7,14.4,1.81
2021,11,14,15,40,24,2.1,2.9,1021.5,14.4,1.86
2021,11,14,18,40,73,3.8,5.3,1021.8,14.5,1.66
2021,11,14,21,40,321,2.1,2.9,1020.2,14.7,1.44
2021,11,15,00,40,334,1.9,2.7,1019.4,14.8,1.52
2021,11,15,03,40,318,4.0,5.6,1019.5,14.8,1.66
2021,11,15,06,40,324,1.3,2.3,1018.9,14.7,1.57
2021,11,15,09,40,86,6.8,9.3,1018.3,14.7,1.51
2021,11,15,12,40,28,1.9,2.9,1018.9,14.6,1.42
2021,11,15,15,40,96,6.6,8.0,1019.5,14.6,1.38
2021,11,15,19,40,250,1.6,2.4,1020.9,14.7,1.29
2021,11,15,22,40,317,4.1,5.4,1019.5,14.6,1.16
2021,11,16,01,40,321,6.7,8.1,1020.0,14.5,1.29
2021,11,16,04,40,328,6.3,7.8,1020.6,14.5,1.43
2021,11,16,07,40,305,6.1,7.9,1021.2,14.5,1.35
2021,11,16,10,40,325,6.0,8.0,1020.7,14.5,1.24
2021,11,16,13,40,328,9.0,11.7,1020.2,14.5,1.56
2021,11,16,16,40,335,7.0,9.7,1020.5,14.4,2.08
2021,11,16,19,40,11,1.4,2.5,1020.3,14.5,2.15
2021,11,16,22,40,313,1.9,3.4,1018.3,14.7,2.00
2021,11,17,01,40,317,6.0,7.5,1017.5,14.6,2.20
2021,11,17,04,40,319,5.8,7.2,1017.8,14.5,2.36
2021,11,17,07,40,346,1.6,3.2,1017.5,14.4,2.41
2021,11,17,10,40,323,1.9,3.2,1017.6,14.4,2.03
2021,11,17,13,40,83,1.8,3.9,1017.4,14.3,1.96
2021,11,17,16,40,90,5.5,8.4,1018.7,14.4,1.92
2021,11,17,19,40,97,3.6,5.4,1018.8,14.5,1.66
2021,11,17,22,40,341,2.3,3.1,1017.6,14.8,1.52
2021,11,18,01,40,337,2.7,3.7,1017.8,14.6,1.40
2021,11,18,04,40,337,4.3,5.3,1018.6,14.6,1.45
2021,11,18,07,40,314,4.0,5.1,1019.4,14.5,1.50
2021,11,18,10,40,115,2.6,3.6,1018.1,14.4,1.37
2021,11,18,13,40,91,1.9,3.0,1019.0,14.3,1.16
2021,11,18,16,40,166,4.2,5.3,1019.8,14.2,1.15
2021,11,18,19,40,181,2.7,3.7,1020.2,14.3,1.02
2021,11,18,22,40,161,1.7,2.5,1019.4,14.4,0.96
2021,11,19,01,40,197,2.6,3.4,1020.0,14.4,0.96
2021,11,19,04,40,197,1.7,2.5,1020.3,14.4,0.87
2021,11,19,07,40,193,3.0,3.7,1020.8,14.2,0.75
2021,11,19,10,40,170,4.5,5.4,1020.3,14.3,0.74
2021,11,19,13,40,161,5.1,6.3,1020.5,14.2,0.85
2021,11,19,16,40,154,4.0,4.9,1021.3,14.3,1.27
2021,11,19,19,40,316,4.5,5.8,1021.6,14.3,1.78
2021,11,19,22,40,307,5.0,6.8,1020.6,14.5,1.81
2021,11,20,01,40,313,5.4,7.2,1020.6,14.4,1.94
2021,11,20,04,40,341,3.4,4.5,1021.3,14.4,1.95
2021,11,20,07,40,78,2.7,4.1,1021.7,14.3,2.41
2021,11,20,10,40,349,3.0,4.1,1021.9,14.2,2.50
2021,11,20,13,40,340,3.0,4.3,1022.6,14.2,2.21
2021,11,20,16,40,9,1.7,2.6,1024.0,14.2,1.80
2021,11,20,19,40,310,3.9,5.1,1023.8,14.5,1.76
2021,11,20,22,40,298,4.8,5.8,1022.5,14.6,1.48
2021,11,21,01,40,336,4.2,5.5,1022.8,14.4,1.41
2021,11,21,04,40,317,4.5,5.6,1022.8,14.4,1.45
2021,11,21,07,40,327,4.9,6.1,1022.8,14.3,1.42
2021,11,21,10,40,73,1.5,3.7,1022.9,14.3,1.51
2021,11,21,13,40,84,6.0,7.4,1022.8,14.3,1.37
2021,11,21,16,40,83,8.6,11.5,1023.6,14.2,1.43
2021,11,21,19,40,85,8.0,10.4,1023.1,14.3,1.31
2021,11,21,22,40,79,6.7,8.3,1021.3,14.3,1.28
2021,11,22,01,40,46,4.7,6.5,1021.6,14.3,1.39
2021,11,22,04,40,74,7.0,8.6,1022.0,14.3,1.37
2021,11,22,07,40,95,7.6,9.2,1021.7,14.2,1.19
2021,11,22,10,40,90,8.1,9.4,1021.0,14.1,1.08
2021,11,22,13,40,93,7.4,9.0,1020.8,14.1,0.97
2021,11,22,16,40,78,8.8,10.8,1021.4,14.1,0.94
2021,11,22,19,40,78,6.2,9.4,1020.1,14.1,0.86
2021,11,22,23,40,324,4.7,5.9,1018.1,14.4,0.72
2021,11,23,02,40,87,1.4,1.8,1017.5,14.3,0.58
2021,11,23,05,40,346,3.2,4.3,1018.4,14.2,0.49
2021,11,23,08,40,326,4.5,6.1,1018.1,14.2,0.60
2021,11,23,11,40,322,5.4,6.4,1017.8,14.1,0.62
2021,11,23,14,40,316,7.5,9.2,1018.2,14.1,0.94
2021,11,23,17,40,323,7.9,10.0,1019.6,14.1,1.44
2021,11,23,20,40,329,10.7,13.3,1018.5,14.2,1.67
2021,11,23,23,40,340,6.5,8.0,1017.8,14.2,1.86
2021,11,24,02,40,336,8.5,11.2,1019.2,14.2,2.04
2021,11,24,05,40,335,8.8,10.6,1019.7,14.1,2.58
2021,11,24,08,40,334,7.5,9.6,1019.8,14.0,2.83
2021,11,24,11,40,341,5.3,6.8,1020.1,14.0,2.31
2021,11,24,14,40,11,2.3,3.3,1021.5,13.9,2.27
2021,11,24,17,40,179,0.2,1.5,1023.8,13.9,2.16
2021,11,24,20,40,289,2.3,3.9,1023.1,14.1,2.24
2021,11,24,23,40,328,2.2,3.2,1023.1,14.3,2.00
2021,11,25,02,40,307,4.7,5.9,1024.2,14.1,1.92
2021,11,25,05,40,336,2.4,3.4,1025.2,14.0,1.76
2021,11,25,08,40,339,2.1,3.3,1025.8,13.9,1.83
2021,11,25,11,40,94,4.1,5.8,1026.2,14.0,1.80
2021,11,25,14,40,70,5.8,7.5,1027.3,14.0,1.66
2021,11,25,17,40,64,3.1,4.8,1028.7,14.0,1.46
2021,11,25,20,40,82,7.1,9.1,1027.1,14.0,1.56
2021,11,25,23,40,316,3.1,4.5,1026.6,14.1,1.61
2021,11,26,02,40,344,5.7,6.9,1026.9,14.1,1.50
2021,11,26,05,40,27,2.6,3.7,1027.1,14.0,1.40
2021,11,26,08,40,49,3.3,4.6,1026.3,13.9,1.52
2021,11,26,11,40,103,3.9,6.4,1024.8,13.7,1.64
2021,11,26,15,40,90,5.0,6.5,1024.8,13.5,1.74
2021,11,26,18,40,358,2.2,3.2,1025.6,13.6,1.74
2021,11,26,21,40,311,3.5,4.8,1022.3,13.8,1.52
2021,11,27,00,40,329,6.6,8.2,1021.3,14.0,1.80
2021,11,27,03,40,324,7.3,8.9,1021.6,13.8,2.09
2021,11,27,06,40,329,5.4,6.9,1021.5,13.8,2.25
2021,11,27,09,40,19,2.9,3.6,1020.4,13.9,2.16
2021,11,27,12,40,306,1.4,2.6,1020.6,13.9,2.57
2021,11,27,15,40,82,1.3,2.9,1021.2,13.6,2.41
2021,11,27,18,40,51,2.4,4.2,1021.9,13.6,2.37
2021,11,27,21,40,313,3.1,4.5,1020.4,14.1,1.97
2021,11,28,00,40,289,2.8,4.1,1020.5,14.3,2.08
2021,11,28,03,40,324,2.9,3.8,1021.4,14.1,1.73
2021,11,28,06,40,311,3.6,4.5,1021.9,14.0,1.75
2021,11,28,09,40,87,1.6,3.0,1021.8,14.0,1.87
2021,11,28,12,40,320,2.4,3.3,1022.2,13.4,1.79
2021,11,28,15,40,54,1.6,2.5,1023.6,13.3,1.65
2021,11,28,18,40,91,4.4,6.1,1024.4,13.4,1.68
2021,11,28,21,40,295,3.6,4.8,1022.8,13.8,1.43
2021,11,29,00,40,320,4.8,5.9,1022.5,13.6,1.35
2021,11,29,03,40,337,3.4,4.3,1022.4,14.1,1.30
2021,11,29,07,40,318,5.1,6.3,1022.7,13.8,1.48
2021,11,29,10,40,334,4.2,5.5,1022.8,13.4,1.43
2021,11,29,13,40,317,5.7,7.0,1022.3,13.4,1.46
2021,11,29,16,40,339,3.1,3.9,1022.8,13.4,1.61
2021,11,29,19,40,324,5.6,7.0,1022.4,13.5,1.52
2021,11,29,22,40,322,5.9,7.5,1020.7,13.5,1.54
2021,11,30,01,40,324,8.5,10.3,1020.5,13.4,1.49
2021,11,30,04,40,325,6.3,7.7,1020.9,13.4,1.59
2021,11,30,07,40,337,4.8,6.0,1021.3,13.5,1.61
2021,11,30,10,40,360,1.6,2.6,1020.5,13.4,1.78
2021,11,30,13,40,347,1.6,2.7,1020.4,13.4,1.84
2021,11,30,16,40,325,2.7,4.1,1021.6,13.3,1.87
2021,11,30,19,40,330,1.8,2.8,1021.0,13.6,1.85
2021,11,30,22,40,311,5.1,6.5,1019.6,13.7,1.99
2021,12,01,01,40,323,3.7,4.9,1018.7,13.6,2.19
2021,12,01,04,40,299,2.0,2.9,1019.5,13.6,2.07
2021,12,01,07,40,320,2.6,3.8,1019.5,13.5,2.01
2021,12,01,10,40,345,1.0,2.2,1019.2,13.4,2.06
2021,12,01,13,40,69,4.4,6.0,1018.5,13.5,2.02
2021,12,01,16,40,88,6.8,8.6,1019.5,13.4,1.78
2021,12,01,19,40,82,6.4,8.5,1018.9,13.5,1.77
2021,12,01,22,40,43,3.1,4.3,1017.7,13.7,1.62
2021,12,02,01,40,283,1.6,2.5,1017.8,13.6,1.61
2021,12,02,04,40,32,1.6,2.2,1018.5,13.6,1.79
2021,12,02,08,40,102,2.9,5.4,1019.1,13.5,1.99
2021,12,02,11,40,93,3.7,5.3,1018.6,13.5,1.92
2021,12,02,15,40,118,1.8,3.2,1019.6,13.5,1.84
2021,12,02,18,40,131,2.3,3.5,1020.5,13.6,1.79
2021,12,02,21,40,169,4.7,5.9,1018.9,13.7,1.79
2021,12,03,00,40,201,2.1,3.4,1018.8,13.7,2.07
2021,12,03,03,40,231,1.0,1.9,1020.4,13.7,2.20
2021,12,03,06,40,143,2.8,4.6,1020.3,13.6,2.10
2021,12,03,09,40,141,2.6,4.5,1020.3,13.5,2.11
2021,12,03,12,40,174,1.6,2.9,1020.1,13.5,2.06
2021,12,03,15,40,154,2.6,4.6,1020.2,13.4,1.73
2021,12,03,18,40,156,2.4,3.8,1021.0,13.4,1.73
2021,12,03,21,40,132,1.8,3.0,1019.4,13.4,1.62
2021,12,04,00,40,169,1.1,3.4,1019.5,13.5,1.65
2021,12,04,03,40,186,0.9,2.2,1020.7,13.4,1.68
2021,12,04,06,40,196,1.3,2.5,1021.1,13.4,1.55
2021,12,04,09,40,239,0.9,2.4,1021.7,13.5,1.76
2021,12,04,12,40,342,1.7,2.9,1021.9,13.6,1.75
2021,12,04,15,40,312,0.4,1.8,1023.0,13.5,1.81
2021,12,04,18,40,357,2.0,3.8,1024.6,13.5,1.74
2021,12,04,21,40,337,4.1,5.1,1023.8,13.6,1.59
2021,12,05,00,40,318,6.4,7.9,1024.8,13.6,1.52
2021,12,05,03,40,329,6.6,9.6,1025.0,13.5,1.51
2021,12,05,06,40,316,5.8,7.5,1025.4,13.4,1.47
2021,12,05,09,40,28,1.5,4.1,1025.3,13.3,1.48
2021,12,05,12,40,328,2.3,4.1,1025.8,13.2,1.43
2021,12,05,15,40,352,2.2,3.8,1026.1,13.1,1.60
2021,12,05,18,40,322,3.1,4.6,1026.2,13.0,1.48
2021,12,05,21,40,348,4.4,5.8,1024.4,13.2,1.69
2021,12,06,00,40,320,7.4,9.3,1023.0,13.4,1.90
2021,12,06,03,40,323,8.6,10.8,1022.8,13.2,2.09
2021,12,06,06,40,341,7.0,8.4,1023.0,13.1,1.88
2021,12,06,09,40,326,7.7,9.7,1022.2,13.0,1.74
2021,12,06,12,40,352,4.6,6.1,1021.0,13.0,1.91
2021,12,06,15,40,103,2.5,4.0,1021.3,13.0,1.75
2021,12,06,18,40,321,8.5,10.9,1021.9,13.0,1.57
2021,12,06,21,40,326,7.5,9.3,1019.5,13.0,1.60
2021,12,07,00,40,324,3.7,4.9,1018.4,13.0,1.54
2021,12,07,03,40,360,0.3,0.8,1018.1,13.1,1.37
2021,12,07,06,40,291,3.4,4.5,1017.3,13.1,1.06
2021,12,07,09,40,106,2.2,3.7,1015.9,13.0,1.03
2021,12,07,12,40,71,5.0,6.1,1014.8,13.0,0.92
2021,12,07,15,40,84,8.9,11.5,1014.9,12.9,1.04
2021,12,07,18,40,83,7.0,8.6,1016.5,12.9,0.89
2021,12,07,21,40,117,1.9,2.8,1015.6,13.0,0.77
2021,12,08,00,40,337,6.9,8.6,1016.2,13.0,0.92
2021,12,08,03,40,307,5.6,8.1,1017.7,13.1,0.97
2021,12,08,06,40,316,5.3,7.5,1018.1,13.2,1.21
2021,12,08,09,40,55,1.2,2.0,1017.4,13.2,1.25
2021,12,08,12,40,307,2.4,3.4,1017.8,12.9,1.34
2021,12,08,15,40,305,1.1,1.7,1018.1,12.9,1.25
2021,12,08,18,40,298,3.3,4.5,1018.8,12.9,1.33
2021,12,08,21,40,294,3.2,4.3,1017.0,12.9,1.37
2021,12,09,00,40,300,5.2,6.4,1016.5,12.9,1.40
2021,12,09,03,40,305,6.7,8.2,1016.1,12.8,1.32
2021,12,09,06,40,310,7.4,9.4,1015.8,12.7,1.63
2021,12,09,09,40,297,9.0,11.2,1014.6,12.8,1.88
2021,12,09,12,40,303,10.8,13.9,1014.0,12.7,2.36
2021,12,09,15,40,321,14.4,17.8,1015.1,12.8,3.02
2021,12,09,18,40,318,12.8,16.4,1016.5,13.0,3.33
2021,12,09,21,40,323,12.5,16.1,1016.1,13.0,2.98
2021,12,10,00,40,326,12.5,15.3,1016.9,12.9,3.31
2021,12,10,03,40,323,12.3,15.1,1018.6,12.8,3.12
2021,12,10,06,40,328,10.3,12.4,1020.0,12.7,2.70
2021,12,10,09,40,346,8.0,10.0,1020.2,12.5,2.58
2021,12,10,12,40,336,7.0,8.7,1021.1,12.4,2.22
2021,12,10,15,40,337,6.5,8.0,1022.9,12.4,2.37
2021,12,10,18,40,342,4.9,6.0,1025.2,12.4,2.14
2021,12,10,22,40,313,4.8,6.0,1023.5,12.5,2.02
2021,12,11,01,40,323,6.1,7.4,1024.3,12.4,2.00
2021,12,11,04,40,335,4.1,5.3,1024.7,12.4,1.88
2021,12,11,07,40,317,3.0,4.4,1025.3,12.4,1.72
2021,12,11,11,40,305,2.8,4.2,1024.5,12.3,1.97
2021,12,11,14,40,322,2.8,4.1,1024.2,12.2,1.86
2021,12,11,17,40,114,2.3,3.7,1024.3,12.2,1.61
2021,12,11,21,40,237,1.5,2.7,1021.6,12.6,1.36
2021,12,12,00,40,232,2.7,3.7,1020.1,12.5,1.38
2021,12,12,03,40,179,5.5,6.8,1019.3,12.3,1.16
2021,12,12,06,40,158,8.0,9.4,1018.4,12.2,1.36
2021,12,12,09,40,178,8.8,11.0,1017.5,12.2,1.86
2021,12,12,12,40,162,11.0,13.9,1015.2,12.1,2.47
2021,12,12,15,40,166,12.6,16.4,1014.5,12.3,3.07
2021,12,12,18,40,162,12.2,15.5,1014.3,12.3,3.31
2021,12,12,21,40,165,11.6,14.5,1011.4,12.2,3.36
2021,12,13,00,40,176,11.2,13.8,1010.5,12.1,3.17
2021,12,13,03,40,209,4.1,6.9,1010.3,12.1,3.38
2021,12,13,06,40,132,5.1,7.3,1009.9,11.9,3.60
2021,12,13,09,40,199,6.4,8.1,1008.8,11.7,3.77
2021,12,13,12,40,218,6.0,8.1,1007.7,11.6,3.87
2021,12,13,15,40,192,6.0,7.7,1007.5,11.7,3.48
2021,12,13,18,40,187,8.9,12.3,1007.5,11.7,3.69
2021,12,13,21,40,234,8.8,11.9,1005.3,11.7,3.86
2021,12,14,00,40,220,7.2,9.2,1004.7,11.6,4.40
2021,12,14,03,40,313,12.0,15.8,1005.3,11.6,4.31
2021,12,14,06,40,154,3.5,5.6,1006.8,11.7,3.66
2021,12,14,09,40,263,5.4,8.4,1006.9,12.0,3.99
2021,12,14,12,40,326,6.8,9.4,1008.4,12.0,4.08
2021,12,14,15,40,341,4.8,7.0,1010.8,12.1,3.57
2021,12,14,18,40,324,8.0,10.2,1013.2,12.1,3.31
2021,12,14,21,40,292,7.4,10.2,1013.7,12.1,3.62
2021,12,15,00,40,308,6.8,8.7,1015.4,12.1,3.23
2021,12,15,03,40,291,3.5,5.9,1017.4,12.0,3.37
2021,12,15,06,40,227,3.7,4.9,1019.1,12.0,3.14
2021,12,15,09,40,249,3.8,5.3,1020.5,11.9,3.45
2021,12,15,12,40,259,4.2,5.9,1021.4,11.9,2.98
2021,12,15,15,40,206,5.9,7.4,1022.4,12.0,3.01
2021,12,15,18,40,165,9.6,12.3,1022.5,12.0,2.70
2021,12,15,21,40,182,12.1,15.4,1019.9,11.9,2.77
2021,12,16,00,40,188,13.6,17.0,1018.0,11.9,2.97
2021,12,16,03,40,189,14.2,18.2,1016.2,11.9,3.63
2021,12,16,06,40,251,5.4,7.6,1016.7,12.1,3.93
2021,12,16,09,40,251,4.0,5.7,1016.6,12.2,2.84
2021,12,16,12,40,309,4.2,6.3,1017.2,12.2,2.95
2021,12,16,15,40,308,5.7,7.8,1019.1,12.2,2.98
2021,12,16,19,40,333,5.3,7.6,1021.0,12.2,3.29
2021,12,16,22,40,320,5.1,6.9,1020.8,12.2,3.27
2021,12,17,01,40,336,4.5,6.0,1021.1,12.1,3.26
2021,12,17,04,40,8,3.9,4.8,1022.1,12.0,2.95
2021,12,17,07,40,89,4.0,6.3,1023.0,12.0,2.74
2021,12,17,10,40,87,5.0,6.9,1023.7,12.0,2.62
2021,12,17,13,40,68,2.9,4.7,1024.5,12.0,2.35
2021,12,17,16,40,87,3.9,5.7,1026.2,12.1,2.37
2021,12,17,19,40,58,2.2,3.7,1026.7,12.1,2.14
2021,12,17,22,40,313,3.6,5.2,1025.3,12.3,1.80
2021,12,18,01,40,328,7.1,8.5,1025.5,12.1,1.65
2021,12,18,04,40,345,4.6,5.7,1026.0,12.1,1.66
2021,12,18,07,40,91,2.6,4.0,1026.3,12.0,1.46
2021,12,18,10,40,45,3.7,4.9,1026.1,12.0,1.50
2021,12,18,13,40,86,5.5,7.3,1025.4,11.9,1.58
2021,12,18,16,40,76,6.9,9.2,1026.0,11.9,1.43
2021,12,18,19,40,75,7.5,9.2,1025.1,11.9,1.50
2021,12,18,22,40,39,2.4,3.3,1022.5,12.0,1.21
2021,12,19,01,40,337,0.9,1.8,1021.2,12.0,1.10
2021,12,19,04,40,90,6.2,7.7,1020.8,11.9,1.14
2021,12,19,07,40,82,5.8,6.9,1020.8,11.9,1.02
2021,12,19,10,40,92,6.5,7.9,1019.4,12.0,1.09
2021,12,19,13,40,90,7.6,9.7,1018.4,12.1,1.14
2021,12,19,16,40,180,5.0,7.1,1019.1,12.2,1.17
2021,12,19,19,40,190,4.6,6.4,1019.5,12.2,1.23
2021,12,19,22,40,168,5.6,7.5,1018.5,12.2,1.35
2021,12,20,01,40,151,7.4,9.4,1018.7,12.2,1.46
2021,12,20,04,40,117,7.4,9.2,1019.2,12.1,1.58
2021,12,20,07,40,160,7.8,10.0,1019.4,12.0,1.76
2021,12,20,10,40,159,9.1,12.3,1019.4,12.1,1.73
2021,12,20,13,40,135,8.8,10.7,1018.9,12.1,1.87
2021,12,20,16,40,134,8.5,10.5,1019.5,12.2,2.16
2021,12,20,19,40,96,8.3,10.2,1019.4,12.2,2.21
2021,12,20,22,40,77,8.7,11.5,1017.9,12.2,2.22
2021,12,21,01,40,77,9.6,12.4,1018.3,12.2,2.24
2021,12,21,04,40,80,8.1,10.6,1019.6,12.2,2.03
2021,12,21,07,40,83,10.1,12.5,1019.9,12.2,1.86
2021,12,21,10,40,83,10.9,13.9,1019.3,12.2,1.81
2021,12,21,13,40,90,10.9,13.0,1019.3,12.3,1.87
2021,12,21,16,40,88,10.3,13.1,1019.7,12.3,2.08
2021,12,21,19,40,90,9.1,11.8,1020.0,12.2,2.29
2021,12,21,22,40,100,6.6,8.0,1019.3,12.3,2.36
2021,12,22,02,40,89,8.0,10.0,1019.4,12.3,2.16
2021,12,22,05,40,98,11.4,13.7,1018.6,12.2,2.06
