Year,Month,Day,latitude,longitude,Nationality,ShipName,ShipType,VoyageFrom,VoyageTo
1756,2,29,46.13,-11.75,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,1,46.23,-13.14,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,2,46.15,-15.29,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,3,46.68,-16.3,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,4,47.18,-17.75,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,5,47.47,-19.7,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,6,48.07,-20.45,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,7,47.53,-22.22,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,8,47.23,-26.6,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,9,47.08,-29.45,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,10,45.97,-29.94,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,11,45.68,-30.89,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,12,45.87,-32.65,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,13,45.62,-32.87,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,14,43.38,-32.94,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,15,42.57,-34.84,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,16,43.18,-37.17,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,17,43.72,-41.1,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,18,44.18,-44.89,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,19,44.47,-47.92,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,20,44.87,-49,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,21,45.67,-53.17,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,22,46.12,-56.42,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,23,45.93,-57.55,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,24,45.87,-57.94,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,3,25,45.82,-57.92,FRENCH,LE RHINOCEROS,FREGATTE,ROCHEFORT,LOUISBOURG
1756,4,22,45.87,-57.92,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,23,44.87,-55.42,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,24,42.43,-54.12,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,25,42.57,-51.92,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,26,43.77,-49.65,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,27,44.13,-47.2,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,28,43.83,-46.37,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,29,43.97,-44.44,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,4,30,43.02,-42.15,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,1,42.35,-39.19,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,2,41.65,-35,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,3,41.8,-34.24,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,4,41.25,-32.62,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,5,41.12,-32.7,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,6,41,-31.9,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,7,41.57,-30.34,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,8,42.07,-27.12,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,9,42.27,-23.85,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,10,43.15,-19.75,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,11,45.4,-16.99,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,12,46.12,-12.79,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,13,46.55,-11.69,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,14,46.65,-11.26,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,15,46.95,-10.85,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,16,46.8,-10.62,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,17,46.23,-10.94,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,18,46.23,-10.77,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,19,46.17,-9.94,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,20,46.13,-8.14,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,21,46.58,-5.47,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,22,45.95,-5.48,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,23,46.67,-5.12,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,24,46.5,-5.22,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,25,46.08,-3.93,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1756,5,26,46.13,-2,FRENCH,LE RHINOCEROS,FREGATTE,LOUISBOURG,ROCHEFORT
1786,5,20,45.97,-1.64,FRENCH,LE RHÓNE,GABARRE,,
1786,5,21,44.37,-2.34,FRENCH,LE RHÓNE,GABARRE,,
1786,6,17,44.5,-2.05,FRENCH,LE RHÓNE,GABARRE,,
1786,6,18,45.92,-1.64,FRENCH,LE RHÓNE,GABARRE,,
1786,7,4,43.97,-2.27,FRENCH,LE RHÓNE,GABARRE,,
1786,7,15,43.63,-1.55,FRENCH,LE RHÓNE,GABARRE,,
1786,7,16,46,-3,FRENCH,LE RHÓNE,GABARRE,,
1786,8,22,45.73,-1.57,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,23,44.97,-3.47,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,24,44.93,-5.84,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,25,44.05,-7.72,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,26,41.55,-10.85,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,27,39.92,-11.84,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,28,36.97,-12.72,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,29,34.25,-13.75,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,30,33.03,-15.82,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,8,31,32.78,-17.3,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,9,31.3,-16.75,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,10,30.53,-20.32,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,11,29.72,-22.27,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,12,28.67,-24.55,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,13,27.9,-26.22,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,14,27.17,-27.99,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,15,26.28,-30.24,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,16,25.5,-32.22,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,18,24.1,-36.29,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,19,23.1,-38.4,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,20,22,-40.84,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,21,21.07,-42.75,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,22,20.12,-44.89,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,23,19.57,-46.02,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,24,19.47,-46.24,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,25,19.13,-47.02,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,26,18.38,-48.99,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,27,17.77,-51.14,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,28,16.42,-52.67,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,29,14.75,-54.12,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,9,30,14.52,-56.09,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,10,1,14.53,-58.27,FRENCH,LE RHÓNE,GABARRE,ROCHEFORT,MARTINIQUE
1786,11,9,14.59,-61.07,FRENCH,LE RHÓNE,GABARRE,,
1786,12,2,13,-60.47,FRENCH,LE RHÓNE,GABARRE,,
1786,12,14,14.59,-61.07,FRENCH,LE RHÓNE,GABARRE,,
1787,1,2,19.72,-64.19,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,3,21.08,-64.65,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,4,22.65,-64.95,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,5,23.78,-65.25,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,6,24.88,-66.25,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,7,26.37,-67.12,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,8,27.9,-66.42,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,9,28.67,-64.77,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,10,29.73,-61.99,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,11,30.98,-59.05,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,12,30.65,-55.55,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,13,32.3,-52.35,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,14,32.32,-51.47,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,15,33.32,-50.44,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,16,34.22,-48.59,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,17,35.13,-44.65,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,18,35.57,-40.9,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,19,36.4,-36.89,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,20,38.75,-34.77,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,21,40.62,-33.07,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,22,40.78,-32.37,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,23,41.72,-27.95,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,24,42.32,-24.57,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,25,43.32,-23.45,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,26,43.73,-16.49,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1787,1,27,45.75,-13.22,FRENCH,LE RHÓNE,GABARRE,FORT ROYAL,ROCHEFORT
1774,10,14,47.73,-7.69,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,15,47.73,-11.22,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,16,45.05,-12.25,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,17,43.39,-12.82,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,18,41.73,-14.34,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,19,40.37,-15.85,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,20,38.92,-17.75,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,21,37.42,-19.54,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,22,36.28,-20.74,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,23,34.4,-21.62,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,24,32.08,-23.84,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,25,31.17,-24.98,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,26,29.55,-26.34,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,27,28.23,-26.89,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,28,27.03,-28.68,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,29,26.07,-30.58,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,30,25.03,-31.96,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,10,31,24.17,-33.14,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,1,23.83,-33.5,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,2,23.33,-33.99,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,3,22.1,-35.65,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,4,20.83,-37.55,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,5,19.37,-40.29,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,6,17.83,-42.51,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,7,17.07,-44.62,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,8,16.22,-46.75,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,9,15.22,-48.66,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,10,15.22,-51.17,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,11,14.67,-53.43,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,12,14.75,-56.06,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,13,14.57,-58.39,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1774,11,14,14.57,-60.3,FRENCH,LE ROSSIGNOL,,BREST,MARTINIQUE
1775,6,12,19.32,-62.27,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,13,21.25,-61.99,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,14,22.02,-61.67,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,15,22.92,-61.32,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,16,24.13,-60.75,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,17,25.33,-60.05,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,18,25.38,-59.37,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,19,26.98,-59.97,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,20,28.3,-58.82,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,21,29.7,-56.17,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,22,31.67,-54.32,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,23,33.6,-51.39,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,24,35.42,-48,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,25,36.95,-45.65,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,26,37.88,-43.64,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,27,38.67,-42.12,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,28,39.45,-40.67,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,29,39.75,-39.85,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,6,30,40.73,-38.38,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,1,42.07,-35.8,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,2,43.02,-32.55,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,3,44.05,-29.05,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,4,44.85,-24.81,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,5,45.38,-21.88,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,6,45.92,-18.95,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,7,46.33,-15.18,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,8,46.33,-11.68,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,9,46.53,-7.96,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,10,46.57,-5.1,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1775,7,11,46.73,-2.5,FRENCH,LE ROSSIGNOL,,MARTINIQUE,ROCHEFORT
1766,1,30,46.3,-1.59,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,1,31,45.48,-3.64,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,1,44.72,-3.92,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,2,45.53,-4.42,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,3,45.52,-6.12,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,4,44.28,-11.14,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,5,44.37,-14.34,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,6,43.77,-18.54,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,7,43.48,-22.07,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,8,43.82,-25.07,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,9,43.87,-27.32,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,10,43.73,-31.54,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,11,44.18,-34.89,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,12,43.78,-37.62,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,13,43.55,-40.49,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,14,44.32,-44.6,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,15,45.48,-48.64,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,16,45.68,-52.35,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,17,46.45,-53.4,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,18,46.58,-57.75,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,19,46.5,-54.67,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,20,46.67,-54.3,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,21,45.87,-55.3,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,22,45.32,-54.84,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,23,45.57,-54.84,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,2,24,45.92,-55.64,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,6,44,-55.82,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,7,44.73,-50.57,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,8,44.7,-46.27,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,9,44.55,-43.47,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,10,44.28,-39.4,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,11,44.47,-35.4,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,12,44.6,-32.84,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,13,43.62,-31.47,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,14,43.58,-30.92,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,15,44.03,-29,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,16,44.15,-24,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,17,44.28,-20.44,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,18,45.33,-17.75,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,19,45.48,-17.02,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,20,45.78,-15.64,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,21,46.33,-13.2,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,22,46.57,-12.05,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,23,47.2,-11.52,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,24,45.9,-10.4,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,25,47.67,-8.09,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1766,6,26,46.82,-4.42,FRENCH,LE SALOMON,,ROCHEFORT,ILE MIQUELON ET RETOUR A ROCHEFORT
1786,5,17,47.57,-6.59,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,18,45.68,-9.35,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,19,43.68,-11.3,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,20,40.88,-13.64,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,21,39.05,-16.05,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,22,37.6,-18.15,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,23,36.17,-20.1,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,24,34.8,-21.99,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,25,33.45,-23.67,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,26,32.23,-25.19,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,27,30.97,-26.5,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
1786,5,28,29.68,-27.67,FRENCH,LE SAUMON,GABARRE,BREST,MARTINIQUE
