Corrosion_Rate,Coastal_Operation,Shipyard_Proximity,Channel_Access,NOx_Emissions,Cabin_Area,Vessel_Age,Port_Distance,Navigation_Aids,Maintenance_Cost,Crew_Ratio,Hull_Strength,Downtime_Percentage,Fuel_Consumption,Vessel_Type
0.28184,0.0,181.0,0,0.532,5.762,40.3,41.0,24,666.0,20.2,392.92,10.42,2.18,Aged
0.23786,0.0,181.0,0,0.583,5.871,41.9,37.2,24,666.0,20.2,370.73,13.34,2.06,Aged
0.36737,0.0,181.0,0,0.583,6.312,51.9,39.9,24,666.0,20.2,388.62,10.58,2.12,Aged
0.56918,0.0,181.0,0,0.583,6.114,79.8,35.5,24,666.0,20.2,392.68,14.98,1.91,Aged
0.48357,0.0,181.0,0,0.583,5.905,53.2,31.5,24,666.0,20.2,388.22,11.45,2.06,Aged
0.01509,0.0,277.4,0,0.609,5.454,92.7,18.2,4,711.0,20.1,395.09,18.06,1.52,Aged
0.01834,0.0,277.4,0,0.609,5.414,98.3,17.6,4,711.0,20.1,344.05,23.97,0.7,Aged
0.02075,0.0,277.4,0,0.609,5.093,98.0,18.2,4,711.0,20.1,318.43,29.68,0.81,Aged
0.01057,0.0,277.4,0,0.609,5.983,98.8,18.7,4,711.0,20.1,390.11,18.07,1.36,Aged
0.01113,0.0,277.4,0,0.609,5.983,83.5,21.1,4,711.0,20.1,396.9,13.35,2.01,Aged
0.01733,0.0,96.9,0,0.585,5.707,54.0,23.8,6,391.0,19.2,396.9,12.01,2.18,Aged
0.02796,0.0,96.9,0,0.585,5.926,42.6,23.8,6,391.0,19.2,396.9,13.59,2.45,Aged
0.0179,0.0,96.9,0,0.585,5.67,28.8,28.0,6,391.0,19.2,393.29,17.6,2.31,Aged
0.02896,0.0,96.9,0,0.585,5.39,72.9,28.0,6,391.0,19.2,396.9,21.14,1.97,Aged
0.02684,0.0,96.9,0,0.585,5.794,70.6,28.9,6,391.0,19.2,396.9,14.1,1.83,Aged
0.02391,0.0,96.9,0,0.585,6.019,65.3,24.1,6,391.0,19.2,396.9,12.92,2.12,Aged
0.01778,0.0,96.9,0,0.585,5.569,73.5,24.0,6,391.0,19.2,395.77,15.1,1.75,Aged
0.02244,0.0,96.9,0,0.585,6.027,79.7,25.0,6,391.0,19.2,396.9,14.33,1.68,Aged
0.00626,0.0,119.3,0,0.573,6.593,69.1,24.8,1,273.0,21.0,391.99,9.67,2.24,Aged
0.00453,0.0,119.3,0,0.573,6.12,76.7,22.9,1,273.0,21.0,396.9,9.08,2.06,Aged
0.00608,0.0,119.3,0,0.573,6.976,91.0,21.7,1,273.0,21.0,396.9,5.64,2.39,Aged
0.01096,0.0,119.3,0,0.573,6.794,89.3,23.9,1,273.0,21.0,393.45,6.48,2.2,Aged
0.00474,0.0,119.3,0,0.573,6.03,80.8,25.0,1,273.0,21.0,396.9,7.88,1.19,Aged
